player_id,player_name,club_team,intl_team,club_minutes,intl_minutes,club_n_contexts,intl_n_contexts,club_per90_vaep,intl_per90_vaep,delta_per90_vaep,club_joi_top5_sum,intl_joi_top5_sum,delta_joi_top5_sum,club_centrality_eigen,intl_centrality_eigen,delta_centrality_eigen,club_embeddedness,intl_embeddedness,delta_embeddedness,career_familiarity_with_intl_squadmates
17592,William Saliba,Marseille,France,180.0,540.0,1,1,0.15064562475163257,0.056583614821041316,-0.09406200993059124,0.014771369313453573,0.05532119780316112,0.04054982848970755,0.38775443081031064,0.38436811873844673,-0.003386312071863906,0.3257031093855131,-0.26999758517568195,-0.5957006945611951,5755.0
22097,Randal Kolo Muani,Nantes,France,180.0,200.64999999999998,1,1,0.5957463605664088,0.45300192224987273,-0.1427444383165361,0.03987105695642234,0.3831848873699972,0.3433138304135748,0.31304609646036896,0.03523103778497426,-0.2778150586753947,0.0778584140838062,0.1504282387363009,0.0725698246524947,2132.0
23640,Jonathan David,Lille,Canada,360.0,644.0333333333333,2,2,0.1718518920902228,0.014152100092889851,-0.15769979199733294,0.038041239508638094,0.20676044839748486,0.16871920888884678,0.234651068775257,0.19959910475419695,-0.035051964021060034,-0.003399369911518561,0.15567647990164166,0.15907584981316022,6644.0
41092,Nuno Mendes,Paris Saint-Germain,Portugal,2745.616666666667,359.51666666666665,2,1,0.13137340470985728,-0.0023102150408537405,-0.13368361975071102,0.3870770851334941,0.27768134131084393,-0.10939574382265016,0.15265252783961186,0.3732271014286863,0.22057457358907445,1.7557366096671594,-0.037580211856929474,-1.7933168215240889,6116.0
3593,Renato Júnior Luz Sanches,Paris Saint-Germain,Portugal,677.0333333333333,219.60000000000002,1,1,0.299849787619038,0.2323626958968816,-0.06748709172215642,0.30401737560244513,-0.020324738925218733,-0.32434211452766387,0.11812417948867152,0.3346218302403955,0.21649765075172397,2.6617484319217724,0.13627890361009143,-2.525469528311681,1892.0
3815,Kasper Schmeichel,OGC Nice,Denmark,180.0,1530.0,1,4,-0.1896455684036482,-0.10853355850935366,0.08111200989429455,-0.01285590341919784,0.011267534449749256,0.024123437868947096,0.10282546757276366,0.13246966256946607,0.029644194996702414,0.0404390504718808,0.1824914719062627,0.1420524214343819,15417.0
5507,Nicolás Alejandro Tagliafico,Lyon,Argentina,180.0,1137.3333333333333,1,3,0.056221134142106166,0.044354858032404465,-0.011866276109701701,-0.08915055235118377,0.03737404703722318,0.12652459938840696,0.26984785195824895,0.22150009817817098,-0.04834775378007797,-0.12208438088604685,0.25165704638440894,0.3737414272704558,10747.0
6655,Fabián Ruiz Peña,Paris Saint-Germain,Spain,1568.8500000000001,549.8333333333334,1,1,0.20237293883473198,0.5157308631065485,0.3133579242718165,0.22830290795138028,0.19301284908421595,-0.035290058867164326,0.2664872337928021,0.4039634421295173,0.1374762083367152,0.9140404259385059,1.210981418095123,0.2969409921566172,5835.0
23615,Gideon Mensah,Auxerre,Ghana,180.0,270.0,1,1,0.10661686103776447,0.097736827924867,-0.008880033112897465,0.03807010386099724,0.048115863765918775,0.010045759904921535,0.45420541870700953,0.45454342922375346,0.0003380105167439251,-0.019646783076759964,0.4194192001325322,0.4390659832092922,2537.0
34639,Vitor Machado Ferreira,Paris Saint-Germain,Portugal,2069.9166666666665,360.06666666666666,1,1,0.1299287325910827,0.08264530908297277,-0.047283423508109934,0.25727648862230146,0.07800602611201697,-0.1792704625102845,0.29537372828740877,0.3656759981000753,0.07030226981266652,2.7324519061997274,0.35131227365133993,-2.3811396325483876,5800.0
43913,Arthur Theate,Rennes,Belgium,180.0,255.91666666666669,1,1,0.10328552808641689,0.18579637004947,0.08251084196305311,0.0180756792565262,0.10966057656520713,0.09158489730868093,0.4892347295293733,0.2915250954387418,-0.19770963409063153,0.5897037897094742,0.8656486686935319,0.2759448789840576,2341.0
